date,state,sales
2022-02-06,Nebraska,54027199
2022-02-13,Nebraska,53101321
2022-02-20,Nebraska,52975864
2022-02-27,Nebraska,53752358
2022-03-06,Nebraska,57269771
2022-03-13,Nebraska,56276418
2022-03-20,Nebraska,56673575
2022-03-27,Nebraska,55527165
2022-04-03,Nebraska,59837590
2022-04-10,Nebraska,58445989
2022-04-17,Nebraska,60373972
2022-04-24,Nebraska,57413627
2022-05-01,Nebraska,60761867
2022-05-08,Nebraska,59652654
2022-05-15,Nebraska,62192915
2022-05-22,Nebraska,62018499
2022-05-29,Nebraska,61734864
2022-06-05,Nebraska,64149691
2022-06-12,Nebraska,63555288
2022-06-19,Nebraska,64947062
2022-06-26,Nebraska,64803843
2022-07-03,Nebraska,68693042
2022-07-10,Nebraska,63630442
2022-07-17,Nebraska,63405634
2022-07-24,Nebraska,62820540
2022-07-31,Nebraska,62361079
2022-08-07,Nebraska,64972563
2022-08-14,Nebraska,63717536
2022-08-21,Nebraska,62001822
2022-08-28,Nebraska,62691105
2022-09-04,Nebraska,63642685
2022-09-11,Nebraska,62012249
2022-09-18,Nebraska,61544262
2022-09-25,Nebraska,59888531
2022-10-02,Nebraska,59902191
2022-10-09,Nebraska,60631555
2022-10-16,Nebraska,58606007
2022-10-23,Nebraska,58055609
2022-10-30,Nebraska,56993638
2022-11-06,Nebraska,58864878
2022-11-13,Nebraska,57836379
2022-11-20,Nebraska,59455635
2022-11-27,Nebraska,57463118
2022-12-04,Nebraska,56644525
2022-12-11,Nebraska,58180609
2022-12-18,Nebraska,60849963
2022-12-25,Nebraska,61161806
2023-01-01,Nebraska,54783969
2023-01-08,Nebraska,55025910
2023-01-15,Nebraska,56199887
2023-01-22,Nebraska,54665878
2023-01-29,Nebraska,56352510
2023-02-05,Nebraska,57387680
2023-02-12,Nebraska,59413146
2023-02-19,Nebraska,56849362
2023-02-26,Nebraska,57354969
2023-03-05,Nebraska,62690153
2023-03-12,Nebraska,63087624
2023-03-19,Nebraska,61751231
2023-03-26,Nebraska,58216656
2023-04-02,Nebraska,61436801
2023-04-09,Nebraska,65159258
2023-04-16,Nebraska,63190843
2023-04-23,Nebraska,63119163
2023-04-30,Nebraska,64836582
2023-05-07,Nebraska,66219089
2019-10-06,Nevada,59598259
2019-10-13,Nevada,56865241
2019-10-20,Nevada,55655905
2019-10-27,Nevada,55435695
2019-11-03,Nevada,55645617
2019-11-10,Nevada,56627804
2019-11-17,Nevada,55198522
2019-11-24,Nevada,53734862
2019-12-01,Nevada,51173890
2019-12-08,Nevada,51787525
2019-12-15,Nevada,52516064
2019-12-22,Nevada,54479450
2019-12-29,Nevada,51213464
2020-01-05,Nevada,54213053
2020-01-12,Nevada,52250331
2020-01-19,Nevada,51146176
2020-01-26,Nevada,52519403
2020-02-02,Nevada,53906524
2020-02-09,Nevada,51924422
2020-02-16,Nevada,51464698
2020-02-23,Nevada,51884021
2020-03-01,Nevada,57088407
2020-03-08,Nevada,60574985
2020-03-15,Nevada,66151206
2020-03-22,Nevada,61176731
2020-03-29,Nevada,53269143
2020-04-05,Nevada,58613629
2020-04-12,Nevada,55733782
2020-04-19,Nevada,57376305
2020-04-26,Nevada,59408863
2020-05-03,Nevada,64109292
2020-05-10,Nevada,63097298
2020-05-17,Nevada,61020764
2020-05-24,Nevada,60459076
2020-05-31,Nevada,61455634
2020-06-07,Nevada,65003756
2020-06-14,Nevada,63360793
2020-06-21,Nevada,63040337
2020-06-28,Nevada,64796347
2020-07-05,Nevada,68944055
2020-07-12,Nevada,66813756
2020-07-19,Nevada,66949515
2020-07-26,Nevada,65194969
2020-08-02,Nevada,66665727
2020-08-09,Nevada,67504943
2020-08-16,Nevada,68326381
2020-08-23,Nevada,66356210
2020-08-30,Nevada,66872973
2020-09-06,Nevada,68051245
2020-09-13,Nevada,63647744
2020-09-20,Nevada,62159597
2020-09-27,Nevada,61668977
2020-10-04,Nevada,61749107
2020-10-11,Nevada,62092755
2020-10-18,Nevada,60246781
2020-10-25,Nevada,58891009
2020-11-01,Nevada,57755197
2020-11-08,Nevada,60594594
2020-11-15,Nevada,58025126
2020-11-22,Nevada,58341572
2020-11-29,Nevada,53400289
2020-12-06,Nevada,53808329
2020-12-13,Nevada,55848431
2020-12-20,Nevada,55959938
2020-12-27,Nevada,53278907
2021-01-03,Nevada,56399456
2021-01-10,Nevada,56092416
2021-01-17,Nevada,55590850
2021-01-24,Nevada,54377456
2021-01-31,Nevada,54141629
2021-02-07,Nevada,57507947
2021-02-14,Nevada,57221258
2021-02-21,Nevada,56002332
2021-02-28,Nevada,57822290
2021-03-07,Nevada,63998928
2021-03-14,Nevada,69168470
2021-03-21,Nevada,64935937
2021-03-28,Nevada,55694462
2021-04-04,Nevada,62557191
2021-04-11,Nevada,62246843
2021-04-18,Nevada,61428869
2021-04-25,Nevada,63278448
2021-05-02,Nevada,66299297
2021-05-09,Nevada,68671167
2021-05-16,Nevada,66682846
2021-05-23,Nevada,66098473
2021-05-30,Nevada,68088692
2021-06-06,Nevada,70028862
2021-06-13,Nevada,67859295
2021-06-20,Nevada,71300167
2021-06-27,Nevada,70658003
2021-07-04,Nevada,73900787
2021-07-11,Nevada,73101283
2021-07-18,Nevada,73060444
2021-07-25,Nevada,70156233
2021-08-01,Nevada,69338528
2021-08-08,Nevada,72793873
2021-08-15,Nevada,73839067
2021-08-22,Nevada,71018291
2021-08-29,Nevada,69929214
2021-09-05,Nevada,72111711
2021-09-12,Nevada,70009887
2021-09-19,Nevada,69517287
2021-09-26,Nevada,68281705
2021-10-03,Nevada,97454406
2021-10-10,Nevada,94869756
2021-10-17,Nevada,92490701
2021-10-24,Nevada,92985096
2021-10-31,Nevada,93071769
2021-11-07,Nevada,92345973
2021-11-14,Nevada,92148151
2021-11-21,Nevada,91842417
2021-11-28,Nevada,84566191
2021-12-05,Nevada,85728485
2021-12-12,Nevada,87269917
2021-12-19,Nevada,87815423
2021-12-26,Nevada,85598096
2022-01-02,Nevada,87627145
2022-01-09,Nevada,86588437
2022-01-16,Nevada,87498306
2022-01-23,Nevada,85908588
2022-01-30,Nevada,84537714
2022-02-06,Nevada,86356797
2022-02-13,Nevada,88624513
2022-02-20,Nevada,86424096
2022-02-27,Nevada,89601702
2022-03-06,Nevada,92054046
2022-03-13,Nevada,91322776
2022-03-20,Nevada,94353742
2022-03-27,Nevada,95719422
2022-04-03,Nevada,100330711
2022-04-10,Nevada,100096904
2022-04-17,Nevada,99486368
2022-04-24,Nevada,97881485
2022-05-01,Nevada,100373381
2022-05-08,Nevada,102374030
2022-05-15,Nevada,102195108
2022-05-22,Nevada,102231901
2022-05-29,Nevada,104453182
2022-06-05,Nevada,107451031
2022-06-12,Nevada,108401002
2022-06-19,Nevada,107987659
2022-06-26,Nevada,104905199
2022-07-03,Nevada,113337636
2022-07-10,Nevada,110690505
2022-07-17,Nevada,111229610
2022-07-24,Nevada,107725767
2022-07-31,Nevada,105182079
2022-08-07,Nevada,109684428
2022-08-14,Nevada,111445680
2022-08-21,Nevada,107279199
2022-08-28,Nevada,108306289
2022-09-04,Nevada,110622906
2022-09-11,Nevada,107655422
2022-09-18,Nevada,102953859
2022-09-25,Nevada,100958965
2022-10-02,Nevada,100964519
2022-10-09,Nevada,102194629
2022-10-16,Nevada,100996830
2022-10-23,Nevada,99022283
2022-10-30,Nevada,95957195
2022-11-06,Nevada,97736557
2022-11-13,Nevada,97492295
2022-11-20,Nevada,96374656
2022-11-27,Nevada,91839129
2022-12-04,Nevada,91020179
2022-12-11,Nevada,93177556
2022-12-18,Nevada,93810022
2022-12-25,Nevada,94688707
2023-01-01,Nevada,90694672
2023-01-08,Nevada,90884399
2023-01-15,Nevada,91963891
2023-01-22,Nevada,90952640
2023-01-29,Nevada,90204647
2023-02-05,Nevada,92129655
2023-02-12,Nevada,96722302
2023-02-19,Nevada,94316073
2023-02-26,Nevada,93720961
2023-03-05,Nevada,100941906
2023-03-12,Nevada,108721285
2023-03-19,Nevada,103271404
2023-03-26,Nevada,93906382
2023-04-02,Nevada,98266678
2023-04-09,Nevada,102562118
2023-04-16,Nevada,101828070
2023-04-23,Nevada,101025635
2023-04-30,Nevada,107343566
2023-05-07,Nevada,109269132
2019-10-06,New Hampshire,30388827
2019-10-13,New Hampshire,30666339
2019-10-20,New Hampshire,29490225
2019-10-27,New Hampshire,29239812
2019-11-03,New Hampshire,29026634
2019-11-10,New Hampshire,29727550
2019-11-17,New Hampshire,29354792
2019-11-24,New Hampshire,30142040
2019-12-01,New Hampshire,30014723
2019-12-08,New Hampshire,29272283
2019-12-15,New Hampshire,30115314
2019-12-22,New Hampshire,32255625
2019-12-29,New Hampshire,30736142
2020-01-05,New Hampshire,30026949
2020-01-12,New Hampshire,28974786
2020-01-19,New Hampshire,31135066
2020-01-26,New Hampshire,27847797
2020-02-02,New Hampshire,29896449
2020-02-09,New Hampshire,29766584
2020-02-16,New Hampshire,29302521
2020-02-23,New Hampshire,30183516
2020-03-01,New Hampshire,29922102
2020-03-08,New Hampshire,32353977
2020-03-15,New Hampshire,35697445
2020-03-22,New Hampshire,35486245
2020-03-29,New Hampshire,30528128
2020-04-05,New Hampshire,30876075
2020-04-12,New Hampshire,31487081
2020-04-19,New Hampshire,32103743
2020-04-26,New Hampshire,30844385
2020-05-03,New Hampshire,32853085
2020-05-10,New Hampshire,34666000
2020-05-17,New Hampshire,34103279
2020-05-24,New Hampshire,37866615
2020-05-31,New Hampshire,37102777
2020-06-07,New Hampshire,37226621
2020-06-14,New Hampshire,37318376
2020-06-21,New Hampshire,38284287
2020-06-28,New Hampshire,38520872
2020-07-05,New Hampshire,41509380
2020-07-12,New Hampshire,38339929
2020-07-19,New Hampshire,38178048
2020-07-26,New Hampshire,37873622
2020-08-02,New Hampshire,39238217
2020-08-09,New Hampshire,38399975
2020-08-16,New Hampshire,37820712
2020-08-23,New Hampshire,36552859
2020-08-30,New Hampshire,35836629
2020-09-06,New Hampshire,34774832
2020-09-13,New Hampshire,33724398
2020-09-20,New Hampshire,33158475
2020-09-27,New Hampshire,33508107
2020-10-04,New Hampshire,32924901
2020-10-11,New Hampshire,33001664
2020-10-18,New Hampshire,32058522
2020-10-25,New Hampshire,31626288
2020-11-01,New Hampshire,31051552
2020-11-08,New Hampshire,32060542
2020-11-15,New Hampshire,32130985
2020-11-22,New Hampshire,32459420
2020-11-29,New Hampshire,32125005
2020-12-06,New Hampshire,30924507
2020-12-13,New Hampshire,31861670
2020-12-20,New Hampshire,32669917
2020-12-27,New Hampshire,33244408
2021-01-03,New Hampshire,31933909
2021-01-10,New Hampshire,31496746
2021-01-17,New Hampshire,32167010
2021-01-24,New Hampshire,31240085
2021-01-31,New Hampshire,31471486
2021-02-07,New Hampshire,32211005
2021-02-14,New Hampshire,31543625
2021-02-21,New Hampshire,31847487
2021-02-28,New Hampshire,32073495
2021-03-07,New Hampshire,34198378
2021-03-14,New Hampshire,38286894
2021-03-21,New Hampshire,38079480
2021-03-28,New Hampshire,33192866
2021-04-04,New Hampshire,33779494
2021-04-11,New Hampshire,33666213
2021-04-18,New Hampshire,33368292
2021-04-25,New Hampshire,34360725
2021-05-02,New Hampshire,35119245
2021-05-09,New Hampshire,36528984
2021-05-16,New Hampshire,36880947
2021-05-23,New Hampshire,40747388
2021-05-30,New Hampshire,40502697
2021-06-06,New Hampshire,39191943
2021-06-13,New Hampshire,40628716
2021-06-20,New Hampshire,41412909
2021-06-27,New Hampshire,40777134
2021-07-04,New Hampshire,42298976
2021-07-11,New Hampshire,39438284
2021-07-18,New Hampshire,38963245
2021-07-25,New Hampshire,39836006
2021-08-01,New Hampshire,40501186
2021-08-08,New Hampshire,40625628
2021-08-15,New Hampshire,41839783
2021-08-22,New Hampshire,39861527
2021-08-29,New Hampshire,38398796
2021-09-05,New Hampshire,38045854
2021-09-12,New Hampshire,37586040
2021-09-19,New Hampshire,36264701
2021-09-26,New Hampshire,36027614
2021-10-03,New Hampshire,50608160
2021-10-10,New Hampshire,51298673
2021-10-17,New Hampshire,50137669
2021-10-24,New Hampshire,49095898
2021-10-31,New Hampshire,47991923
2021-11-07,New Hampshire,49261485
2021-11-14,New Hampshire,50090022
2021-11-21,New Hampshire,50209311
2021-11-28,New Hampshire,47449321
2021-12-05,New Hampshire,48428547
2021-12-12,New Hampshire,49313003
2021-12-19,New Hampshire,52082493
2021-12-26,New Hampshire,50332518
2022-01-02,New Hampshire,48781954
2022-01-09,New Hampshire,48107986
2022-01-16,New Hampshire,50778008
2022-01-23,New Hampshire,47083638
2022-01-30,New Hampshire,49473197
2022-02-06,New Hampshire,48683932
2022-02-13,New Hampshire,49266745
2022-02-20,New Hampshire,48294873
2022-02-27,New Hampshire,48623462
2022-03-06,New Hampshire,49865291
2022-03-13,New Hampshire,50181120
2022-03-20,New Hampshire,50241876
2022-03-27,New Hampshire,50208272
2022-04-03,New Hampshire,51722980
2022-04-10,New Hampshire,51170028
2022-04-17,New Hampshire,54171549
2022-04-24,New Hampshire,50093975
2022-05-01,New Hampshire,52010264
2022-05-08,New Hampshire,55148843
2022-05-15,New Hampshire,56179144
2022-05-22,New Hampshire,60562858
2022-05-29,New Hampshire,59898217
2022-06-05,New Hampshire,58539377
2022-06-12,New Hampshire,61071034
2022-06-19,New Hampshire,60192376
2022-06-26,New Hampshire,60473076
2022-07-03,New Hampshire,66414080
2022-07-10,New Hampshire,60496429
2022-07-17,New Hampshire,61159798
2022-07-24,New Hampshire,61319367
2022-07-31,New Hampshire,61426229
2022-08-07,New Hampshire,62601373
2022-08-14,New Hampshire,61682529
2022-08-21,New Hampshire,60013247
2022-08-28,New Hampshire,58858242
2022-09-04,New Hampshire,57734114
2022-09-11,New Hampshire,55077631
2022-09-18,New Hampshire,54738525
2022-09-25,New Hampshire,53724331
2022-10-02,New Hampshire,53158297
2022-10-09,New Hampshire,54403686
2022-10-16,New Hampshire,53561160
2022-10-23,New Hampshire,52365557
2022-10-30,New Hampshire,51488264
2022-11-06,New Hampshire,52322433
2022-11-13,New Hampshire,52772276
2022-11-20,New Hampshire,52552324
2022-11-27,New Hampshire,52622465
2022-12-04,New Hampshire,49931625
2022-12-11,New Hampshire,52725450
2022-12-18,New Hampshire,54150225
2022-12-25,New Hampshire,57231236
2023-01-01,New Hampshire,50635755
2023-01-08,New Hampshire,50573660
2023-01-15,New Hampshire,51751831
2023-01-22,New Hampshire,50802224
2023-01-29,New Hampshire,51809478
2023-02-05,New Hampshire,50355820
2023-02-12,New Hampshire,53417136
2023-02-19,New Hampshire,51575358
2023-02-26,New Hampshire,51669988
2023-03-05,New Hampshire,53338540
2023-03-12,New Hampshire,58632571
2023-03-19,New Hampshire,57543103
2023-03-26,New Hampshire,52159634
2023-04-02,New Hampshire,52166467
2023-04-09,New Hampshire,56189608
2023-04-16,New Hampshire,55834718
2023-04-23,New Hampshire,54460243
2023-04-30,New Hampshire,55296067
2023-05-07,New Hampshire,59336660
2019-10-06,New Mexico,40091431
2019-10-13,New Mexico,38656091
2019-10-20,New Mexico,37190917
2019-10-27,New Mexico,35596520
2019-11-03,New Mexico,35945861
2019-11-10,New Mexico,37278450
2019-11-17,New Mexico,37154366
2019-11-24,New Mexico,37217286
2019-12-01,New Mexico,34731555
2019-12-08,New Mexico,35952023
2019-12-15,New Mexico,36401029
2019-12-22,New Mexico,39343627
2019-12-29,New Mexico,35439725
2020-01-05,New Mexico,35901902
2020-01-12,New Mexico,36227966
2020-01-19,New Mexico,36269989
2020-01-26,New Mexico,36273269
2020-02-02,New Mexico,37201589
2020-02-09,New Mexico,36835606
2020-02-16,New Mexico,35944340
2020-02-23,New Mexico,35819239
2020-03-01,New Mexico,38713023
2020-03-08,New Mexico,41061662
2020-03-15,New Mexico,46004343
2020-03-22,New Mexico,42466993
2020-03-29,New Mexico,38029662
2020-04-05,New Mexico,39913693
2020-04-12,New Mexico,40991192
2020-04-19,New Mexico,41407813
2020-04-26,New Mexico,40566802
2020-05-03,New Mexico,43768993
2020-05-10,New Mexico,44112633
2020-05-17,New Mexico,43271032
2020-05-24,New Mexico,44427198
2020-05-31,New Mexico,42166291
2020-06-07,New Mexico,45905227
2020-06-14,New Mexico,45999645
2020-06-21,New Mexico,45995632
2020-06-28,New Mexico,45735527
2020-07-05,New Mexico,49250336
2020-07-12,New Mexico,46679633
2020-07-19,New Mexico,47877363
2020-07-26,New Mexico,44376192
2020-08-02,New Mexico,45176656
2020-08-09,New Mexico,46628932
2020-08-16,New Mexico,47534421
2020-08-23,New Mexico,46196595
2020-08-30,New Mexico,45094274
2020-09-06,New Mexico,45977001
2020-09-13,New Mexico,42603289
2020-09-20,New Mexico,43001755
2020-09-27,New Mexico,41678895
2020-10-04,New Mexico,42431055
2020-10-11,New Mexico,43505034
2020-10-18,New Mexico,42993936
2020-10-25,New Mexico,40888289
2020-11-01,New Mexico,39125374
2020-11-08,New Mexico,40897367
2020-11-15,New Mexico,41802323
2020-11-22,New Mexico,41377705
2020-11-29,New Mexico,36433805
2020-12-06,New Mexico,37379119
2020-12-13,New Mexico,39015532
2020-12-20,New Mexico,41418275
2020-12-27,New Mexico,38397644
2021-01-03,New Mexico,38562490
2021-01-10,New Mexico,39597266
2021-01-17,New Mexico,40053652
2021-01-24,New Mexico,38188273
2021-01-31,New Mexico,37947499
2021-02-07,New Mexico,40691767
2021-02-14,New Mexico,40163112
2021-02-21,New Mexico,38223578
2021-02-28,New Mexico,39600957
2021-03-07,New Mexico,43224896
2021-03-14,New Mexico,49556841
2021-03-21,New Mexico,46714557
2021-03-28,New Mexico,40996188
2021-04-04,New Mexico,43942929
2021-04-11,New Mexico,44895903
2021-04-18,New Mexico,44962387
2021-04-25,New Mexico,44677646
2021-05-02,New Mexico,46213010
2021-05-09,New Mexico,48904959
2021-05-16,New Mexico,48205001
2021-05-23,New Mexico,48657045
2021-05-30,New Mexico,47681199
2021-06-06,New Mexico,48442417
2021-06-13,New Mexico,50541679
2021-06-20,New Mexico,51622626
2021-06-27,New Mexico,49736722
2021-07-04,New Mexico,50052131
2021-07-11,New Mexico,50161187
2021-07-18,New Mexico,51469305
2021-07-25,New Mexico,48189475
2021-08-01,New Mexico,47483782
2021-08-08,New Mexico,50324064
2021-08-15,New Mexico,52731698
2021-08-22,New Mexico,50253945
2021-08-29,New Mexico,48371189
2021-09-05,New Mexico,49506690
2021-09-12,New Mexico,47013547
2021-09-19,New Mexico,48316330
2021-09-26,New Mexico,47411061
2021-10-03,New Mexico,65423332
2021-10-10,New Mexico,66629753
2021-10-17,New Mexico,65600559
2021-10-24,New Mexico,63451798
2021-10-31,New Mexico,61159836
2021-11-07,New Mexico,62953004
2021-11-14,New Mexico,65506575
2021-11-21,New Mexico,64818507
2021-11-28,New Mexico,57153027
2021-12-05,New Mexico,59227225
2021-12-12,New Mexico,61694362
2021-12-19,New Mexico,64698894
2021-12-26,New Mexico,61161254
2022-01-02,New Mexico,58452376
2022-01-09,New Mexico,60024763
2022-01-16,New Mexico,61749483
2022-01-23,New Mexico,60744230
2022-01-30,New Mexico,60361173
2022-02-06,New Mexico,61032853
2022-02-13,New Mexico,62378977
2022-02-20,New Mexico,60394925
2022-02-27,New Mexico,62810971
2022-03-06,New Mexico,66017498
2022-03-13,New Mexico,64699095
2022-03-20,New Mexico,66565669
2022-03-27,New Mexico,65262782
2022-04-03,New Mexico,68359811
2022-04-10,New Mexico,69547316
2022-04-17,New Mexico,70598094
2022-04-24,New Mexico,67452372
2022-05-01,New Mexico,68515536
2022-05-08,New Mexico,71471274
2022-05-15,New Mexico,73606498
2022-05-22,New Mexico,72435035
2022-05-29,New Mexico,70972870
2022-06-05,New Mexico,72200112
2022-06-12,New Mexico,76599555
2022-06-19,New Mexico,77783194
2022-06-26,New Mexico,73187434
2022-07-03,New Mexico,75155138
2022-07-10,New Mexico,74360320
2022-07-17,New Mexico,77655782
2022-07-24,New Mexico,74746797
2022-07-31,New Mexico,72120689
2022-08-07,New Mexico,75824336
2022-08-14,New Mexico,77964361
2022-08-21,New Mexico,74119632
2022-08-28,New Mexico,72488257
2022-09-04,New Mexico,74102330
2022-09-11,New Mexico,72981593
2022-09-18,New Mexico,72357988
2022-09-25,New Mexico,71436619
2022-10-02,New Mexico,70959076
2022-10-09,New Mexico,70765027
2022-10-16,New Mexico,69638194
2022-10-23,New Mexico,67549880
2022-10-30,New Mexico,66018212
2022-11-06,New Mexico,66563754
2022-11-13,New Mexico,67992393
2022-11-20,New Mexico,70157412
2022-11-27,New Mexico,65043938
2022-12-04,New Mexico,64130870
2022-12-11,New Mexico,67537464
2022-12-18,New Mexico,70135624
2022-12-25,New Mexico,69624449
2023-01-01,New Mexico,62124094
2023-01-08,New Mexico,63821678
2023-01-15,New Mexico,65975308
2023-01-22,New Mexico,65131373
2023-01-29,New Mexico,64550348
2023-02-05,New Mexico,65781090
2023-02-12,New Mexico,67950100
2023-02-19,New Mexico,68032027
2023-02-26,New Mexico,66997849
2023-03-05,New Mexico,71026573
2023-03-12,New Mexico,77737212
2023-03-19,New Mexico,74754103
2023-03-26,New Mexico,66997769
2023-04-02,New Mexico,69116707
2023-04-09,New Mexico,73606502
2023-04-16,New Mexico,75076161
2023-04-23,New Mexico,73888833
2023-04-30,New Mexico,73958962
2023-05-07,New Mexico,79488160
2019-10-06,New York,258592907
2019-10-13,New York,252546939
2019-10-20,New York,235475053
2019-10-27,New York,235756720
2019-11-03,New York,238220084
2019-11-10,New York,245240120
2019-11-17,New York,239914025
2019-11-24,New York,249630625
2019-12-01,New York,240815212
2019-12-08,New York,240233769
2019-12-15,New York,247147491
2019-12-22,New York,255211106
2019-12-29,New York,248394540
2020-01-05,New York,245424005
2020-01-12,New York,240445415
2020-01-19,New York,247951897
2020-01-26,New York,224104617
2020-02-02,New York,240088803
2020-02-09,New York,241490835
2020-02-16,New York,232977877
2020-02-23,New York,235085112
2020-03-01,New York,243570108
2020-03-08,New York,261730062
2020-03-15,New York,290204864
2020-03-22,New York,288087083
2020-03-29,New York,240171905
2020-04-05,New York,252080000
2020-04-12,New York,255897518
2020-04-19,New York,248987203
2020-04-26,New York,244370860
2020-05-03,New York,254010485
2020-05-10,New York,266107943
2020-05-17,New York,258711536
2020-05-24,New York,290287214
2020-05-31,New York,275277517
2020-06-07,New York,287660278
2020-06-14,New York,288739608
2020-06-21,New York,283288685
2020-06-28,New York,305546964
2020-07-05,New York,322977709
2020-07-12,New York,301481910
2020-07-19,New York,301434293
2020-07-26,New York,293590908
2020-08-02,New York,303165565
2020-08-09,New York,293584276
2020-08-16,New York,291656929
2020-08-23,New York,278739405
2020-08-30,New York,276545914
2020-09-06,New York,277206444
2020-09-13,New York,268753109
2020-09-20,New York,259300455
2020-09-27,New York,262863201
2020-10-04,New York,264421970
2020-10-11,New York,260363051
2020-10-18,New York,246736838
2020-10-25,New York,247228483
2020-11-01,New York,242029203
2020-11-08,New York,256085339
2020-11-15,New York,252229856
2020-11-22,New York,257463053
2020-11-29,New York,260037359
2020-12-06,New York,237551612
2020-12-13,New York,254187772
2020-12-20,New York,254085289
2020-12-27,New York,258533687
2021-01-03,New York,248280769
2021-01-10,New York,250105857
2021-01-17,New York,250502308
2021-01-24,New York,241055112
2021-01-31,New York,245213129
2021-02-07,New York,252825598
2021-02-14,New York,245769666
2021-02-21,New York,240380607
2021-02-28,New York,248778098
2021-03-07,New York,265880962
2021-03-14,New York,302978825
2021-03-21,New York,298280258
2021-03-28,New York,252738722
2021-04-04,New York,260397144
2021-04-11,New York,263431940
2021-04-18,New York,251939169
2021-04-25,New York,259017716
2021-05-02,New York,265315458
2021-05-09,New York,274095648
2021-05-16,New York,272939159
2021-05-23,New York,305640440
2021-05-30,New York,295447775
2021-06-06,New York,287621787
2021-06-13,New York,310781452
2021-06-20,New York,299271437
2021-06-27,New York,303611432
2021-07-04,New York,324347057
2021-07-11,New York,302761906
2021-07-18,New York,300180175
2021-07-25,New York,304886897
2021-08-01,New York,301849752
2021-08-08,New York,303039915
2021-08-15,New York,313023910
2021-08-22,New York,294983606
2021-08-29,New York,295457102
2021-09-05,New York,295669694
2021-09-12,New York,286048551
2021-09-19,New York,279297072
2021-09-26,New York,277853468
2021-10-03,New York,403887300
2021-10-10,New York,403148965
2021-10-17,New York,383288006
2021-10-24,New York,380250399
2021-10-31,New York,373302523
2021-11-07,New York,387419582
2021-11-14,New York,391749072
2021-11-21,New York,397448170
2021-11-28,New York,379356773
2021-12-05,New York,373755427
2021-12-12,New York,389500262
2021-12-19,New York,399508748
2021-12-26,New York,394759409
2022-01-02,New York,377001512
2022-01-09,New York,379375721
2022-01-16,New York,391697963
2022-01-23,New York,363372584
2022-01-30,New York,373188824
2022-02-06,New York,378756475
2022-02-13,New York,381278051
2022-02-20,New York,368925238
2022-02-27,New York,377390305
2022-03-06,New York,390502426
2022-03-13,New York,394353051
2022-03-20,New York,393035586
2022-03-27,New York,394467219
2022-04-03,New York,402829224
2022-04-10,New York,408505909
2022-04-17,New York,415468707
2022-04-24,New York,390688799
2022-05-01,New York,409395897
2022-05-08,New York,423986355
2022-05-15,New York,432556480
2022-05-22,New York,463629758
2022-05-29,New York,449893992
2022-06-05,New York,452815638
2022-06-12,New York,463353692
2022-06-19,New York,455675393
2022-06-26,New York,471218054
2022-07-03,New York,505790145
2022-07-10,New York,469314536
2022-07-17,New York,472504382
2022-07-24,New York,470465101
2022-07-31,New York,467768087
2022-08-07,New York,471705695
2022-08-14,New York,471032964
2022-08-21,New York,456045797
2022-08-28,New York,451314586
2022-09-04,New York,454228372
2022-09-11,New York,436726667
2022-09-18,New York,433258418
2022-09-25,New York,426238755
2022-10-02,New York,420702848
2022-10-09,New York,423193051
2022-10-16,New York,411644555
2022-10-23,New York,407301140
2022-10-30,New York,404190797
2022-11-06,New York,414658873
2022-11-13,New York,415690861
2022-11-20,New York,413445519
2022-11-27,New York,426665132
2022-12-04,New York,390891171
2022-12-11,New York,417981285
2022-12-18,New York,421615746
2022-12-25,New York,442906401
2023-01-01,New York,398803114
2023-01-08,New York,401146602
2023-01-15,New York,403348511
2023-01-22,New York,393187483
2023-01-29,New York,394145633
2023-02-05,New York,398935375
2023-02-12,New York,416142348
2023-02-19,New York,397662728
2023-02-26,New York,399007849
2023-03-05,New York,426576706
2023-03-12,New York,462900603
2023-03-19,New York,457965797
2023-03-26,New York,406905861
2023-04-02,New York,413078348
2023-04-09,New York,437785678
2023-04-16,New York,438996451
2023-04-23,New York,422336065
2023-04-30,New York,427489275
2023-05-07,New York,448720270
2019-10-06,North Carolina,212919688
2019-10-13,North Carolina,201468061
2019-10-20,North Carolina,192796952
2019-10-27,North Carolina,185626411
2019-11-03,North Carolina,188325661
2019-11-10,North Carolina,188606221
2019-11-17,North Carolina,187088913
2019-11-24,North Carolina,188661091
2019-12-01,North Carolina,182341458
2019-12-08,North Carolina,190647025
2019-12-15,North Carolina,180282479
2019-12-22,North Carolina,202939686
2019-12-29,North Carolina,179605854
2020-01-05,North Carolina,178890818
2020-01-12,North Carolina,183461142
2020-01-19,North Carolina,182962942
2020-01-26,North Carolina,179715822
2020-02-02,North Carolina,186628120
2020-02-09,North Carolina,184957410
2020-02-16,North Carolina,180716590
2020-02-23,North Carolina,179535690
2020-03-01,North Carolina,191518855
2020-03-08,North Carolina,196435895
2020-03-15,North Carolina,232460480
2020-03-22,North Carolina,214675670
2020-03-29,North Carolina,198659312
2020-04-05,North Carolina,201730136
2020-04-12,North Carolina,205079929
2020-04-19,North Carolina,204203390
2020-04-26,North Carolina,203758327
2020-05-03,North Carolina,218258711
2020-05-10,North Carolina,214465564
2020-05-17,North Carolina,221743633
2020-05-24,North Carolina,226324935
2020-05-31,North Carolina,220754539
2020-06-07,North Carolina,227809117
2020-06-14,North Carolina,225712158
2020-06-21,North Carolina,221508793
